trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_lon,is_fraud
2024-01-07 11:50:32,6692********5791,merchant_428,gas_transport,12.44,User1502,Name1502,M,418 Main St,City_87,FL,81076,35.823964736017416,-93.77045658084815,937633,Job_87,1993-09-19,txn_1704608432_1502,1704608432,35.80851016028605,-93.82056265546503,0
2024-09-05 16:05:31,2416********5148,merchant_392,gas_transport,40.87,User1503,Name1503,M,883 Main St,City_58,FL,80675,34.612780977928985,-93.51082720305374,681818,Job_43,1976-02-02,txn_1725532531_1503,1725532531,34.625619920517856,-93.51623255514102,0
2024-06-08 04:16:37,1700********6627,merchant_118,grocery_net,70.17,User1504,Name1504,M,836 Main St,City_74,NY,28287,32.63152545588825,-95.19250093252803,571452,Job_77,1975-04-29,txn_1717800397_1504,1717800397,32.64643290172829,-95.19735940145156,0
2024-08-06 11:55:11,7493********2339,merchant_160,home,39.18,User1505,Name1505,F,590 Main St,City_67,TX,23607,35.036809246838914,-95.80689318142865,575421,Job_15,1982-06-28,txn_1722925511_1505,1722925511,35.01130677172909,-95.79374893135696,0
2024-02-10 08:57:51,3698********4715,merchant_210,grocery_pos,29.44,User1506,Name1506,F,536 Main St,City_71,CA,61768,34.5606079515671,-95.63995305870205,346298,Job_63,1965-03-30,txn_1707535671_1506,1707535671,34.5592420486213,-95.65960282116004,0
2024-09-18 02:27:56,4589********6752,merchant_352,grocery_net,4.32,User1507,Name1507,F,465 Main St,City_82,NY,94397,36.05645762907526,-93.06736822661233,116596,Job_89,1993-09-17,txn_1726606676_1507,1726606676,36.05343857004033,-93.08436364894415,0
2024-04-08 16:35:15,1009********9265,merchant_142,shopping_pos,15.72,User1508,Name1508,M,248 Main St,City_89,TX,50180,29.299939781365637,-93.91083519841274,965331,Job_64,1966-06-23,txn_1712574315_1508,1712574315,29.34102365819076,-93.90787878363201,0
2024-08-02 15:35:10,5962********4428,merchant_365,home,21.82,User1509,Name1509,M,213 Main St,City_38,TX,25869,34.464647045922426,-92.2163882167618,22007,Job_25,1961-01-20,txn_1722593110_1509,1722593110,34.487716916809234,-92.23514867489992,0
2024-08-23 03:55:02,2098********5152,merchant_23,shopping_pos,54.97,User1510,Name1510,F,11 Main St,City_85,CA,62822,35.95706062829981,-97.88979464592852,995772,Job_16,1978-12-04,txn_1724365502_1510,1724365502,35.944980911115486,-97.83552225037793,0
2024-06-03 07:12:01,6622********7352,merchant_257,food_dining,0.01,User1511,Name1511,F,651 Main St,City_76,IL,72710,37.680168465361014,-96.55177689058958,454339,Job_27,1973-08-17,txn_1717378921_1511,1717378921,37.65621050544646,-96.5443672856843,0
2024-12-06 22:01:17,9050********1516,fraud_merchant_42,kids_pets,7.3,User1512,Name1512,F,882 Main St,City_90,CA,72075,32.3598456245254,-95.47750520412687,37548,Job_41,1975-10-07,txn_1733502677_1512,1733502677,32.38555726921263,-95.47864642995549,0
2024-09-20 10:17:02,9831********2605,merchant_342,home,47.86,User1513,Name1513,F,28 Main St,City_88,CA,74265,35.425183229898856,-97.00981059998757,655360,Job_89,1986-05-03,txn_1726807622_1513,1726807622,35.41100430381762,-96.97148422357903,0
2024-01-03 02:18:56,8986********2422,fraud_merchant_39,personal_care,102.17,User1514,Name1514,F,945 Main St,City_32,TX,92745,31.211235608148183,-93.74072479394881,101520,Job_33,1984-05-22,txn_1704228536_1514,1704228536,31.20708392124532,-93.71429846989274,0
2024-08-27 14:59:41,7223********6527,merchant_415,entertainment,147.7,User1515,Name1515,M,796 Main St,City_40,CA,82433,36.82002822222944,-95.06690174849965,41010,Job_78,1981-01-18,txn_1724750981_1515,1724750981,36.81520798963653,-95.06232162890056,0
2024-09-07 18:49:28,4548********7727,merchant_412,food_dining,146.6,User1516,Name1516,M,958 Main St,City_87,IL,13700,32.31975020869043,-95.9713574891501,139620,Job_2,1990-09-03,txn_1725715168_1516,1725715168,32.28999297462062,-95.99386121118472,0
2024-07-31 16:56:04,2132********9225,merchant_405,travel,122.93,User1517,Name1517,M,670 Main St,City_50,IL,80210,35.82080652985032,-95.34176082293223,735994,Job_60,1972-04-28,txn_1722425164_1517,1722425164,35.81047159460911,-95.34480739102132,0
2024-09-13 08:24:24,5148********2927,fraud_merchant_49,food_dining,108.61,User1518,Name1518,F,298 Main St,City_21,CA,15218,35.61000109041946,-94.67342789383973,478668,Job_23,2000-06-21,txn_1726196064_1518,1726196064,35.61080347206819,-94.71526517573075,0
2024-11-07 13:00:58,7991********2796,merchant_289,kids_pets,26.96,User1519,Name1519,M,397 Main St,City_32,FL,10746,31.04902408559232,-91.63426122293639,510566,Job_10,1968-12-06,txn_1730964658_1519,1730964658,31.05089347723814,-91.62589266432666,0
2024-12-16 09:35:22,7172********1718,merchant_130,home,1.45,User1520,Name1520,F,731 Main St,City_64,IL,39980,33.62177640455642,-94.06461979228223,361589,Job_24,1970-01-08,txn_1734321922_1520,1734321922,33.64798852281269,-94.04119775284884,0
2024-09-22 09:50:48,2663********3694,merchant_68,health_fitness,35.12,User1521,Name1521,M,449 Main St,City_73,IL,13103,35.1378841161921,-94.4360264965874,997657,Job_17,1993-03-17,txn_1726978848_1521,1726978848,35.124786596712944,-94.45627493656426,0
2024-08-05 02:22:11,8044********1336,merchant_325,health_fitness,41.36,User1522,Name1522,F,286 Main St,City_61,FL,14395,34.23134954628245,-96.0037031789326,116493,Job_82,1984-05-18,txn_1722804731_1522,1722804731,34.26197608232874,-95.99696143307793,0
2024-04-17 13:31:38,2096********2067,merchant_382,personal_care,6.2,User1523,Name1523,M,520 Main St,City_61,CA,62602,34.530326654517445,-95.13085345710383,999744,Job_34,1999-05-17,txn_1713340898_1523,1713340898,34.54625046052248,-95.12506579700378,0
2024-04-12 11:36:44,2982********1395,merchant_90,misc_pos,30.83,User1524,Name1524,M,560 Main St,City_58,NY,96489,34.62061301309519,-93.30083093790677,200864,Job_12,1985-08-02,txn_1712902004_1524,1712902004,34.57624161377617,-93.25245538232049,0
2024-04-24 21:34:36,8829********2094,merchant_219,gas_transport,10.4,User1525,Name1525,M,208 Main St,City_6,IL,40441,38.47223189979007,-94.43710988855621,126477,Job_75,1978-07-15,txn_1713974676_1525,1713974676,38.477619311693836,-94.45589951311877,0
2024-09-25 01:27:40,3182********7401,merchant_257,shopping_pos,13.94,User1526,Name1526,M,682 Main St,City_15,TX,78755,35.71163267055399,-93.89443228755614,539979,Job_48,1962-09-09,txn_1727207860_1526,1727207860,35.70658568978824,-93.90722806537593,0
2024-07-18 01:10:10,1145********5969,merchant_493,shopping_net,16.02,User1527,Name1527,M,680 Main St,City_28,FL,34728,34.45925720172842,-97.77956028638533,907389,Job_41,1970-12-06,txn_1721245210_1527,1721245210,34.486297989047905,-97.73757213597528,0
2024-01-13 01:17:11,8843********4508,merchant_439,health_fitness,34.36,User1528,Name1528,M,684 Main St,City_10,IL,29151,35.1826294572227,-95.76091180833271,584896,Job_23,1977-05-25,txn_1705088831_1528,1705088831,35.17002028813899,-95.72817016017285,0
2024-12-28 15:57:38,3382********2114,merchant_472,shopping_pos,5.71,User1529,Name1529,F,772 Main St,City_32,NY,92174,32.32788394024304,-92.85886738303826,598659,Job_66,1963-04-04,txn_1735381658_1529,1735381658,32.324114559508025,-92.90228704174139,0
2024-04-10 05:03:22,4692********5300,merchant_320,personal_care,87.99,User1530,Name1530,F,29 Main St,City_42,TX,61724,37.677555940842126,-98.52052500116002,457849,Job_8,1993-09-30,txn_1712705602_1530,1712705602,37.65867338971288,-98.50441339166942,0
2024-07-21 17:56:32,7402********8369,merchant_332,misc_pos,37.99,User1531,Name1531,M,911 Main St,City_79,FL,76787,34.48203093813155,-90.06710725484425,138511,Job_96,2000-09-15,txn_1721564792_1531,1721564792,34.4550601888745,-90.07570210204285,0
2024-10-22 10:23:15,4954********9540,merchant_111,personal_care,12.59,User1532,Name1532,F,428 Main St,City_77,FL,14051,35.1710266592792,-98.43141663727626,83701,Job_64,1994-09-05,txn_1729572795_1532,1729572795,35.15244812962999,-98.44149921074928,0
2024-09-08 22:36:00,3384********1654,merchant_36,entertainment,40.6,User1533,Name1533,F,311 Main St,City_84,FL,54758,32.258205282999725,-93.61465593149454,299475,Job_36,1977-08-22,txn_1725815160_1533,1725815160,32.28185888410105,-93.59847687826736,0
2024-04-02 17:19:54,6048********8699,merchant_284,travel,4.95,User1534,Name1534,F,946 Main St,City_89,IL,83424,35.91836033466973,-95.58915528099999,918476,Job_50,1993-12-22,txn_1712058594_1534,1712058594,35.911110981874536,-95.58544546099363,0
2024-02-10 10:40:12,8689********6522,merchant_90,grocery_net,7.86,User1535,Name1535,M,647 Main St,City_67,IL,90788,33.25797467377257,-91.10000883916537,364042,Job_89,1981-12-18,txn_1707541812_1535,1707541812,33.25433792850534,-91.10278184660926,0
2024-05-10 14:57:58,5394********5444,merchant_207,entertainment,30.84,User1536,Name1536,F,580 Main St,City_42,CA,41380,35.653989026540195,-96.67024900794448,243909,Job_77,1983-01-13,txn_1715333278_1536,1715333278,35.6870472875648,-96.62869345624051,0
2024-01-31 03:54:01,6019********4143,merchant_306,misc_pos,16.98,User1537,Name1537,F,435 Main St,City_34,CA,88349,33.73229072344555,-95.3838561408182,436530,Job_67,1990-04-30,txn_1706653441_1537,1706653441,33.735114759695335,-95.38095301348028,0
2024-07-02 12:07:48,3281********5833,merchant_142,grocery_net,109.77,User1538,Name1538,M,210 Main St,City_71,IL,52092,33.397217459474824,-96.894406022319,384046,Job_88,1990-10-09,txn_1719902268_1538,1719902268,33.368389415727314,-96.9032331981493,0
2024-09-16 20:58:55,9521********3841,merchant_423,home,28.47,User1539,Name1539,M,211 Main St,City_82,CA,42378,34.73818862305013,-97.16365613426171,923705,Job_93,1992-06-02,txn_1726500535_1539,1726500535,34.74745060580861,-97.15489076131638,0
2024-09-21 03:34:42,3999********9142,merchant_295,kids_pets,24.85,User1540,Name1540,F,551 Main St,City_73,CA,70172,31.376021324875893,-96.90138138683051,512870,Job_32,1977-07-26,txn_1726869882_1540,1726869882,31.31325103155121,-96.90412117838439,0
2024-06-11 06:44:17,5173********2180,merchant_99,gas_transport,1.07,User1541,Name1541,F,69 Main St,City_51,IL,10428,34.723234842778396,-98.09363933064535,857612,Job_16,1976-11-21,txn_1718068457_1541,1718068457,34.7448881918069,-98.09818208625023,0
2024-06-01 20:37:34,9110********8450,merchant_210,misc_pos,71.91,User1542,Name1542,F,438 Main St,City_35,NY,16683,38.851252254923885,-97.20650141094067,445919,Job_66,1985-06-15,txn_1717254454_1542,1717254454,38.869537445819766,-97.18329337435533,0
2024-03-28 00:41:10,2770********8804,merchant_451,grocery_net,38.67,User1543,Name1543,F,371 Main St,City_24,NY,26110,35.9230646726013,-95.58906487698762,130246,Job_50,1974-01-17,txn_1711566670_1543,1711566670,35.9050446605525,-95.597598221157,0
2024-05-19 05:05:50,1672********2151,merchant_5,home,103.85,User1544,Name1544,F,948 Main St,City_17,CA,22568,34.59532218625983,-95.36649048641857,566221,Job_14,1984-08-08,txn_1716075350_1544,1716075350,34.566483979137594,-95.34757189471316,0
2024-05-26 10:22:27,4356********1654,merchant_383,food_dining,56.97,User1545,Name1545,M,292 Main St,City_93,IL,46329,34.83897696499485,-96.70688184013609,359005,Job_2,1964-12-30,txn_1716699147_1545,1716699147,34.81545869468145,-96.69147181976825,0
2024-10-06 04:18:57,4776********4611,merchant_196,personal_care,36.83,User1546,Name1546,F,567 Main St,City_20,NY,13008,33.937256966066045,-96.79100904061721,886609,Job_71,1975-11-10,txn_1728168537_1546,1728168537,33.91908940420663,-96.80053864322625,0
2024-04-12 07:05:12,4602********3815,merchant_274,kids_pets,64.17,User1547,Name1547,F,585 Main St,City_21,TX,21950,37.65084703138752,-93.32183031514502,651233,Job_27,1984-04-19,txn_1712885712_1547,1712885712,37.66719419799553,-93.39033757685688,0
2024-06-02 13:05:41,8966********3040,merchant_226,food_dining,57.12,User1548,Name1548,M,625 Main St,City_31,NY,70228,32.456434795676515,-94.98245497682042,431143,Job_32,1997-12-02,txn_1717313741_1548,1717313741,32.43558023138967,-94.9619047649244,0
2024-03-25 09:16:25,4610********5578,merchant_127,shopping_pos,64.57,User1549,Name1549,M,882 Main St,City_56,CA,85974,35.06866677713767,-95.72499800576414,708763,Job_1,1970-09-17,txn_1711338385_1549,1711338385,35.087617015309185,-95.71150410620797,0
2024-11-06 03:20:12,8309********4496,merchant_345,kids_pets,26.87,User1550,Name1550,M,454 Main St,City_92,FL,68213,32.08579835536186,-97.99285741491158,90980,Job_13,1998-01-02,txn_1730843412_1550,1730843412,32.121127360561196,-97.97153278435684,0
2024-11-15 14:23:30,7228********1377,merchant_343,shopping_pos,80.37,User1551,Name1551,F,351 Main St,City_56,FL,78673,37.87858696767094,-94.15020370018837,711017,Job_27,1999-07-22,txn_1731660810_1551,1731660810,37.89806943505686,-94.16004008999803,0
2024-02-26 09:53:30,9176********9315,fraud_merchant_21,gas_transport,22.7,User1552,Name1552,F,616 Main St,City_19,CA,20139,35.09494900875266,-98.55948594832249,220450,Job_57,1987-03-17,txn_1708921410_1552,1708921410,35.119694010212115,-98.57738312331229,0
2024-04-15 09:15:04,3758********7619,merchant_336,food_dining,170.54,User1553,Name1553,M,733 Main St,City_36,FL,42606,35.88070798775583,-96.04193710246219,375425,Job_28,1974-02-04,txn_1713152704_1553,1713152704,35.859699235180706,-96.02501473307626,0
2024-03-11 20:28:36,7216********8695,merchant_186,shopping_net,78.75,User1554,Name1554,M,399 Main St,City_58,TX,12867,35.455225253090006,-93.84342816157681,260928,Job_88,1985-04-08,txn_1710169116_1554,1710169116,35.46276614856077,-93.84848104688061,0
2024-08-15 13:15:25,6890********7241,merchant_303,kids_pets,103.33,User1555,Name1555,M,448 Main St,City_55,FL,21725,35.49767415750276,-96.14050638565618,764356,Job_63,1979-07-28,txn_1723707925_1555,1723707925,35.52066234337608,-96.11601859992012,0
2024-08-28 07:46:08,4744********5409,merchant_306,shopping_net,130.33,User1556,Name1556,F,661 Main St,City_29,NY,86741,37.24363928054604,-96.00078427916878,170777,Job_34,1981-06-19,txn_1724811368_1556,1724811368,37.270135911186486,-95.99019142115874,0
2024-01-15 02:02:33,4206********1594,merchant_493,travel,4.64,User1557,Name1557,F,95 Main St,City_12,NY,30808,34.923352328605255,-93.36246805830237,802662,Job_47,1962-02-25,txn_1705264353_1557,1705264353,34.94548781897774,-93.35417236906079,0
2024-02-24 02:03:44,5102********2298,merchant_1,kids_pets,80.57,User1558,Name1558,F,892 Main St,City_56,NY,46505,38.2534287319921,-95.57704722090028,312393,Job_58,1966-09-07,txn_1708720424_1558,1708720424,38.23728951091176,-95.5668046511664,0
2024-04-28 22:36:35,7708********6105,merchant_184,shopping_pos,48.26,User1559,Name1559,M,587 Main St,City_80,TX,16834,35.145486657394464,-97.31696712370648,248076,Job_67,1962-12-30,txn_1714323995_1559,1714323995,35.14183871764681,-97.27646974489656,0
2024-03-25 20:30:26,5722********9977,merchant_130,grocery_net,76.28,User1560,Name1560,F,618 Main St,City_3,NY,35609,32.61569854469328,-94.69522013059566,181083,Job_55,2000-02-22,txn_1711378826_1560,1711378826,32.63256544936137,-94.71283174269372,0
2024-03-10 07:53:46,2103********2663,merchant_28,food_dining,85.91,User1561,Name1561,F,741 Main St,City_71,FL,58356,36.75802830911402,-96.89298159197686,135167,Job_23,1983-12-14,txn_1710037426_1561,1710037426,36.75438509743686,-96.88735735832518,0
2024-04-09 20:18:06,9743********4060,merchant_106,shopping_pos,51.83,User1562,Name1562,M,526 Main St,City_99,NY,45695,31.631847490743173,-96.37440504769692,901959,Job_2,1974-08-07,txn_1712674086_1562,1712674086,31.643899687043863,-96.37743326191514,0
2024-09-17 01:29:59,9265********1931,merchant_462,grocery_pos,32.49,User1563,Name1563,F,248 Main St,City_20,FL,27339,36.45634549909443,-96.95863841056911,55692,Job_18,1967-06-29,txn_1726516799_1563,1726516799,36.4609467071821,-96.98556122502072,0
2024-06-10 07:52:16,5575********8576,merchant_326,kids_pets,14.64,User1564,Name1564,M,166 Main St,City_92,TX,42534,37.78804519188674,-95.75426120755513,749708,Job_59,1967-11-09,txn_1717986136_1564,1717986136,37.77627364293373,-95.73580716118464,0
2024-07-11 07:02:11,2098********7183,fraud_merchant_43,grocery_net,102.97,User1565,Name1565,M,773 Main St,City_63,IL,98804,36.25536083574895,-91.67071635606744,488155,Job_1,1972-11-18,txn_1720661531_1565,1720661531,36.2606359474454,-91.6818923475087,0
2024-04-26 21:47:26,9602********8645,merchant_363,personal_care,7.95,User1566,Name1566,F,537 Main St,City_97,FL,42955,33.568100065213,-93.115848117801,758250,Job_78,1985-11-26,txn_1714148246_1566,1714148246,33.598179195885436,-93.1280999887798,0
2024-03-12 09:56:45,9243********9187,merchant_120,personal_care,30.39,User1567,Name1567,M,119 Main St,City_48,IL,49117,34.34137527253219,-94.09848474541401,81983,Job_5,1969-04-12,txn_1710217605_1567,1710217605,34.34129368310211,-94.10355394298914,0
2024-01-06 12:13:35,7268********7159,merchant_372,kids_pets,43.18,User1568,Name1568,F,221 Main St,City_26,FL,12102,33.66936897813183,-94.35949043742369,334824,Job_48,1961-01-26,txn_1704523415_1568,1704523415,33.6642458092674,-94.33398296927842,0
2024-04-11 05:02:58,8371********3291,merchant_100,personal_care,48.73,User1569,Name1569,F,259 Main St,City_30,TX,67544,37.40824015159437,-93.63441742775774,154228,Job_51,1970-12-19,txn_1712791978_1569,1712791978,37.417867908127405,-93.64810224442655,0
2024-10-09 06:35:09,8640********8621,merchant_358,health_fitness,109.35,User1570,Name1570,F,971 Main St,City_7,FL,42160,34.05848980175043,-92.75762371486019,141749,Job_27,1980-10-12,txn_1728435909_1570,1728435909,34.090491758686845,-92.72705708359047,0
2024-10-07 21:04:27,5840********7128,merchant_53,shopping_pos,176.34,User1571,Name1571,M,80 Main St,City_84,FL,66804,32.383622140359385,-94.5467271650358,958566,Job_45,1980-11-11,txn_1728315267_1571,1728315267,32.38866951709513,-94.56706815409483,0
2024-01-10 07:01:54,6812********9397,merchant_251,kids_pets,9.82,User1572,Name1572,F,340 Main St,City_9,FL,56200,37.7232144726335,-94.88665941185666,893326,Job_6,1998-12-18,txn_1704850314_1572,1704850314,37.7368560365483,-94.87357193266878,0
2024-08-31 12:28:47,9302********3718,merchant_267,misc_pos,53.67,User1573,Name1573,M,26 Main St,City_35,IL,17849,31.147569669012604,-96.64507723783088,785494,Job_13,1966-07-19,txn_1725087527_1573,1725087527,31.138925598732495,-96.66129255707125,0
2024-11-24 10:25:47,9537********7082,merchant_173,travel,111.86,User1574,Name1574,M,637 Main St,City_59,IL,55472,35.21539889821324,-93.00356468805654,355267,Job_58,1978-02-04,txn_1732424147_1574,1732424147,35.22827227327369,-92.96201781926514,0
2024-08-03 07:29:55,7028********1834,merchant_241,gas_transport,94.03,User1575,Name1575,M,38 Main St,City_98,FL,77367,33.00306334655611,-98.33283837949564,516198,Job_57,1994-01-09,txn_1722650395_1575,1722650395,33.040817062093446,-98.35577952300369,0
2024-10-02 16:19:03,2102********3512,merchant_468,grocery_net,9.42,User1576,Name1576,F,274 Main St,City_94,FL,93257,33.474289115606894,-95.98965721083925,753967,Job_43,1989-08-19,txn_1727866143_1576,1727866143,33.46482668551471,-96.00388334443923,0
2024-08-19 06:14:45,4216********2526,merchant_95,shopping_pos,2.14,User1577,Name1577,F,13 Main St,City_6,TX,49703,35.475472511359726,-95.42108427914648,235935,Job_36,1977-09-09,txn_1724028285_1577,1724028285,35.48767879738096,-95.41937941761026,0
2024-04-14 21:06:08,7854********4172,merchant_149,shopping_pos,17.03,User1578,Name1578,F,1 Main St,City_33,IL,37605,33.98673033242416,-94.52025449543055,578629,Job_20,1979-02-24,txn_1713108968_1578,1713108968,34.01643987980961,-94.56120323914597,0
2024-03-05 13:28:06,1613********5350,merchant_117,entertainment,29.73,User1579,Name1579,F,117 Main St,City_87,NY,74681,31.69551464529302,-93.06608670931037,496055,Job_9,1969-10-29,txn_1709625486_1579,1709625486,31.706407136783007,-93.05709803899143,0
2024-06-12 21:26:11,6615********7096,merchant_420,entertainment,68.66,User1580,Name1580,F,647 Main St,City_95,IL,53332,34.25764179996464,-92.91653018416244,590701,Job_34,1985-11-19,txn_1718207771_1580,1718207771,34.270391432061366,-92.92318837076218,0
2024-12-22 19:00:31,9629********3549,merchant_284,grocery_net,51.33,User1581,Name1581,F,445 Main St,City_29,NY,12913,36.7901951118404,-95.12316437446559,945142,Job_77,1994-11-29,txn_1734874231_1581,1734874231,36.76242490686205,-95.14101405484824,0
2024-02-06 12:46:30,6376********9336,merchant_228,health_fitness,28.37,User1582,Name1582,F,821 Main St,City_76,TX,49366,35.537035831721745,-95.59213599047746,429368,Job_64,1992-06-27,txn_1707203790_1582,1707203790,35.540670669656286,-95.57944275160058,0
2024-07-23 03:22:09,3424********4663,merchant_59,shopping_net,8.36,User1583,Name1583,M,518 Main St,City_13,NY,81068,33.2018829525884,-96.72647006596098,954144,Job_32,1980-10-29,txn_1721685129_1583,1721685129,33.213178136454886,-96.7235886943341,0
2024-03-10 10:32:46,7551********7869,merchant_372,gas_transport,253.94,User1584,Name1584,F,972 Main St,City_80,NY,73068,34.65225235937083,-92.32281572340878,259273,Job_39,1963-08-22,txn_1710046966_1584,1710046966,34.638150148967505,-92.34980782852301,0
2024-08-17 05:24:56,6143********1932,merchant_17,grocery_net,9.21,User1585,Name1585,F,32 Main St,City_54,NY,72019,32.550556032088664,-99.73024490627658,458160,Job_52,1996-07-23,txn_1723852496_1585,1723852496,32.588948424664615,-99.7262863552946,0
2024-08-18 18:41:59,2937********6046,merchant_329,gas_transport,27.58,User1586,Name1586,M,416 Main St,City_76,FL,38053,37.34052166273617,-96.09356831183142,520753,Job_63,1999-06-08,txn_1723986719_1586,1723986719,37.39260482980109,-96.07620407946371,0
2024-03-13 03:10:38,5693********4985,merchant_190,personal_care,91.8,User1587,Name1587,M,874 Main St,City_76,CA,59394,32.92778227221601,-93.70223224861901,632029,Job_44,1967-02-21,txn_1710279638_1587,1710279638,32.94529214495506,-93.70386354380486,0
2024-11-15 13:34:45,2345********2348,merchant_53,entertainment,2.57,User1588,Name1588,M,156 Main St,City_12,FL,94930,30.568355149958663,-95.39086969304553,454359,Job_20,1984-03-28,txn_1731657885_1588,1731657885,30.58508483271796,-95.4122241445863,0
2024-07-10 21:37:32,8720********3909,fraud_merchant_2,grocery_pos,26.78,User1589,Name1589,M,941 Main St,City_87,CA,99871,35.38086781602158,-96.49327513204081,889557,Job_18,1973-01-26,txn_1720627652_1589,1720627652,35.38374278803956,-96.46636453496977,0
2024-01-27 21:28:49,2433********1662,merchant_315,food_dining,14.15,User1590,Name1590,M,41 Main St,City_75,TX,20793,35.62203014875638,-97.00901766186564,109827,Job_40,1974-10-23,txn_1706371129_1590,1706371129,35.624198113718144,-97.0342681537467,0
2024-07-26 17:38:52,4149********3784,fraud_merchant_0,kids_pets,31.05,User1591,Name1591,F,857 Main St,City_38,IL,90666,37.6372136720262,-94.07716335042707,285316,Job_63,1964-10-27,txn_1721995732_1591,1721995732,37.62282706378431,-94.07611777077817,0
2024-02-16 08:16:08,5660********3271,merchant_23,travel,28.26,User1592,Name1592,M,795 Main St,City_21,CA,94340,36.61335280432873,-100.88628313094347,898801,Job_60,1987-03-11,txn_1708051568_1592,1708051568,36.593271211669624,-100.86739542648677,0
2024-08-06 17:13:26,2574********9133,merchant_477,food_dining,82.5,User1593,Name1593,M,167 Main St,City_44,FL,97164,36.03399161928178,-96.7340864550427,38589,Job_89,1972-09-22,txn_1722944606_1593,1722944606,36.02051513166228,-96.71185470877829,0
2024-04-08 16:09:40,8413********6877,merchant_434,food_dining,48.42,User1594,Name1594,F,814 Main St,City_54,FL,40818,38.33350625708734,-94.38555791140863,744935,Job_38,1989-04-24,txn_1712572780_1594,1712572780,38.339628880867444,-94.34867939655832,0
2024-12-15 08:44:53,4449********4943,merchant_284,shopping_net,242.21,User1595,Name1595,F,602 Main St,City_11,TX,17700,35.43129630295332,-94.61377073261995,167759,Job_20,1991-07-18,txn_1734232493_1595,1734232493,35.46632909298479,-94.62269642898308,0
2024-01-19 09:10:53,2764********8355,merchant_101,entertainment,1.56,User1596,Name1596,M,705 Main St,City_99,CA,53611,36.66299773386332,-93.40381790267688,82009,Job_20,1992-06-02,txn_1705635653_1596,1705635653,36.63451438185957,-93.36558578133561,0
2024-05-04 16:06:40,8890********8132,merchant_194,gas_transport,0.16,User1597,Name1597,F,310 Main St,City_94,IL,87027,35.1998396954498,-94.00306535477188,705731,Job_16,1988-11-25,txn_1714819000_1597,1714819000,35.208503383677936,-93.99455570111061,0
2024-07-13 09:18:39,8753********1554,merchant_164,food_dining,66.96,User1598,Name1598,F,33 Main St,City_9,CA,16411,35.57174357074023,-94.62302723847915,205790,Job_21,1977-07-12,txn_1720842519_1598,1720842519,35.58276710478737,-94.62522986999481,0
2024-10-27 23:11:18,7382********4056,merchant_208,home,34.12,User1599,Name1599,F,836 Main St,City_58,CA,27419,33.96042562392469,-97.54339645935822,421798,Job_60,1989-07-13,txn_1730050878_1599,1730050878,33.92511646341873,-97.4953163709016,0
2024-04-23 23:05:58,6157********4014,merchant_382,gas_transport,43.78,User1600,Name1600,M,152 Main St,City_63,TX,53850,35.13157729729792,-91.67413710562033,440998,Job_22,1971-03-29,txn_1713893758_1600,1713893758,35.12837580756576,-91.67900531167169,0
2024-09-07 12:35:52,4932********9401,merchant_93,grocery_pos,61.06,User1601,Name1601,F,790 Main St,City_54,NY,15039,34.569607352879636,-92.7132037857009,217080,Job_36,2000-09-12,txn_1725692752_1601,1725692752,34.57261006595876,-92.69895415041222,0
2024-09-05 21:44:33,6619********7111,merchant_319,grocery_pos,21.04,User1602,Name1602,F,152 Main St,City_26,IL,37664,32.26327403842173,-95.35673284938956,511250,Job_1,1964-09-09,txn_1725552873_1602,1725552873,32.2484802871415,-95.37454872271888,0
2024-07-15 05:24:58,5480********9697,merchant_467,gas_transport,187.5,User1603,Name1603,F,789 Main St,City_26,IL,67008,34.32348671150584,-92.5709839764444,647214,Job_68,1986-06-27,txn_1721001298_1603,1721001298,34.32319283644533,-92.56578053863767,0
2024-12-12 00:53:36,8453********9964,fraud_merchant_40,food_dining,56.64,User1604,Name1604,F,19 Main St,City_37,TX,53595,32.51892834159253,-95.16718374016975,483608,Job_69,1993-11-25,txn_1733945016_1604,1733945016,32.497171480956695,-95.1813412036522,0
2024-05-20 18:54:38,8774********7836,merchant_14,personal_care,7.51,User1605,Name1605,F,461 Main St,City_76,CA,39215,36.167766044568005,-92.4317906096422,247163,Job_78,1985-08-26,txn_1716211478_1605,1716211478,36.137621528160324,-92.44292496759935,0
2024-01-18 14:04:53,1634********4759,merchant_257,shopping_net,0.9,User1606,Name1606,F,228 Main St,City_30,IL,15314,32.94024028291098,-96.07688305924603,9493,Job_51,1971-11-26,txn_1705566893_1606,1705566893,32.93247136631893,-96.07372598862582,0
2024-03-05 19:00:23,7504********1036,merchant_194,health_fitness,10.76,User1607,Name1607,F,963 Main St,City_69,CA,81636,36.233190772229115,-97.22944651191001,846368,Job_7,1963-05-31,txn_1709645423_1607,1709645423,36.229446744846946,-97.21344796591941,0
2024-08-17 20:58:09,9220********6016,fraud_merchant_16,personal_care,27.01,User1608,Name1608,M,295 Main St,City_85,IL,82398,37.1364065115918,-97.48943583338276,228781,Job_64,1986-01-09,txn_1723908489_1608,1723908489,37.13034133794338,-97.47970401978806,0
2024-02-09 06:36:56,4847********7373,merchant_68,home,21.41,User1609,Name1609,F,440 Main St,City_2,NY,99795,35.49921891641942,-99.88140802955017,692973,Job_23,1984-06-13,txn_1707440816_1609,1707440816,35.49553313638277,-99.8855248267486,0
